customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,country,state,city,zip_code,total_population,latitude,longitude,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
7235-NXZCP,Male,79,No,Yes,No,No,0,No,United States,California,Hornbrook,96044,1026,41.962127,-122.527696,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,74.85,45.41,156.4,0,0,90.82,247.22,2,Yes,Yes,Yes,18,Yes,Offer E,No,0,2,5378,Churned,84,Yes,1,Competitor,Competitor made better offer
7239-HZZCX,Male,21,Yes,No,No,No,0,No,United States,California,Lancaster,93535,57794,34.712708,-117.889656,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,19.75,29.33,19.75,0,0,29.33,49.08,1,No,Yes,No,0,No,None,No,0,3,4851,Churned,91,Yes,1,Competitor,Competitor made better offer
7240-ETPTR,Female,51,No,No,Yes,No,0,Yes,United States,California,Pope Valley,94567,494,38.672708,-122.403219,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,48.75,0,442.2,0,10,0,452.2,9,Yes,No,No,10,No,None,Yes,1,2,4359,Churned,90,Yes,1,Price,Lack of affordable download/upload speed
7240-FQLHE,Female,68,No,Yes,Yes,No,0,Yes,United States,California,San Diego,92114,66838,32.707892,-117.05512,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),99.75,25.27,1836.25,0,0,454.86,2291.11,18,Yes,Yes,Yes,15,Yes,None,Yes,1,2,5857,Churned,68,Yes,1,Attitude,Attitude of support person
7241-AJHFS,Male,53,No,No,No,No,0,No,United States,California,Escondido,92027,48690,33.141265,-116.967221,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),87.65,6.2,2766.4,47.87,150,198.4,3066.93,32,Yes,Yes,Yes,25,No,None,No,0,3,2426,Stayed,66,No,0,Not Applicable,N/A
7242-EDTYC,Male,48,No,No,No,Yes,2,No,United States,California,Pine Valley,91962,1604,32.800671,-116.483363,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),19.55,14.37,819.95,0,0,632.28,1452.23,44,No,Yes,No,0,No,Offer B,No,0,3,5860,Stayed,40,No,0,Not Applicable,N/A
7242-QZLXF,Male,20,Yes,No,No,Yes,3,No,United States,California,San Diego,92121,4258,32.898613,-117.202937,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,25.3,0,25.3,0,10,0,35.3,1,Yes,No,No,51,No,None,No,0,2,5421,Churned,91,Yes,1,Competitor,Competitor made better offer
7243-LCGGZ,Female,28,Yes,No,No,No,0,No,United States,California,Alhambra,91801,54382,34.090925,-118.128164,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,20.9,10.21,20.9,0,0,10.21,31.11,1,No,Yes,No,0,No,None,No,0,5,3901,Joined,72,No,0,Not Applicable,N/A
7244-KXYZN,Female,25,Yes,No,No,No,0,No,United States,California,Modesto,95357,13343,37.670526,-120.877572,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Credit card (automatic),20.45,5.98,527.35,0,0,143.52,670.87,24,No,Yes,No,0,No,None,No,0,4,4690,Stayed,20,No,0,Not Applicable,N/A
7244-QWYHG,Male,20,Yes,No,Yes,No,0,Yes,United States,California,San Diego,92154,68776,32.578103,-117.012975,No,Yes,Yes,No,No,Yes,Yes,No,No,DSL,One Year,Yes,Bank transfer (automatic),44.45,0,2188.45,0,0,0,2188.45,50,Yes,No,No,73,Yes,Offer B,Yes,3,4,5363,Stayed,54,No,0,Not Applicable,N/A
7245-JMTTQ,Female,19,Yes,No,No,No,0,No,United States,California,Baldwin Park,91706,76890,34.098275,-117.967399,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,111.5,43.79,5703.25,0,0,2233.29,7936.54,51,Yes,Yes,Yes,82,Yes,Offer B,No,0,4,4363,Stayed,47,No,0,Not Applicable,N/A
7245-NIIWQ,Female,53,No,No,No,No,0,No,United States,California,Fellows,93224,626,35.215731,-119.57013,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.85,34.76,199.85,0,0,104.28,304.13,3,Yes,Yes,No,21,Yes,Offer E,No,0,5,4764,Joined,40,No,0,Not Applicable,N/A
7246-ZGQDF,Female,63,No,No,No,Yes,3,No,United States,California,Victorville,92394,12083,34.567058,-117.362329,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,54.5,33.21,54.5,0,0,33.21,87.71,1,Yes,Yes,No,75,Yes,None,No,0,3,4359,Joined,54,No,0,Not Applicable,N/A
7247-XOZPB,Male,52,No,No,Yes,No,0,Yes,United States,California,Miramonte,93641,571,36.696759,-119.024051,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,One Year,No,Bank transfer (automatic),77.4,47.55,4155.95,0,0,2520.15,6676.1,53,Yes,Yes,Yes,13,Yes,Offer B,Yes,1,4,5313,Stayed,73,No,0,Not Applicable,N/A
7248-VZQLC,Female,78,No,Yes,No,No,0,No,United States,California,Concord,94521,39888,37.971421,-121.971504,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),85.2,16.83,3969.35,0,0,791.01,4760.36,47,Yes,Yes,Yes,12,Yes,None,No,0,1,4661,Churned,72,Yes,1,Price,Price too high
7249-WBIYX,Male,63,No,No,Yes,No,0,Yes,United States,California,Elmira,95625,171,38.349195,-121.902943,Yes,Yes,No,No,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Electronic check,85.6,30.1,813.85,0,0,301,1114.85,10,Yes,Yes,Yes,29,Yes,None,Yes,1,2,5146,Churned,70,Yes,1,Competitor,Competitor offered more data
7250-EQKIY,Female,47,No,No,Yes,Yes,2,Yes,United States,California,Escondido,92027,48690,33.141265,-116.967221,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Mailed check,50.45,9.73,50.45,0,0,9.73,60.18,1,Yes,Yes,No,29,Yes,Offer E,Yes,1,2,2426,Churned,75,Yes,1,Competitor,Competitor made better offer
7251-LJBQN,Female,74,No,Yes,No,No,0,No,United States,California,Strathmore,93267,5689,36.141319,-119.129075,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Credit card (automatic),103.75,28.54,4188.4,0,0,1141.6,5330,40,Yes,Yes,Yes,24,Yes,None,No,0,3,3568,Stayed,20,No,0,Not Applicable,N/A
7251-XFOIL,Female,60,No,No,No,No,0,No,United States,California,Coulterville,95311,2271,37.722127,-120.110174,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,89.2,14.52,5500.6,0,0,885.72,6386.32,61,Yes,Yes,Yes,27,Yes,Offer B,No,0,3,5536,Stayed,23,No,0,Not Applicable,N/A
7252-NTGSS,Female,43,No,No,No,No,0,No,United States,California,Redondo Beach,90277,34191,33.830453,-118.384565,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,45.15,42.34,45.15,0,0,42.34,87.49,1,Yes,Yes,No,10,Yes,None,No,0,3,4131,Joined,48,No,0,Not Applicable,N/A
7253-UVNDW,Female,52,No,No,No,No,0,No,United States,California,Santa Barbara,93108,12741,34.457541,-119.631072,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),54.35,45.2,2460.15,0,0,2079.2,4539.35,46,Yes,Yes,No,17,Yes,None,No,0,3,2793,Churned,83,Yes,1,Dissatisfaction,Network reliability
7254-IQWOZ,Male,30,No,No,No,No,0,No,United States,California,Redding,96001,31586,40.587919,-122.464732,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.65,28.7,69.65,0,0,28.7,98.35,1,Yes,Yes,No,69,Yes,Offer E,No,0,1,5258,Churned,67,Yes,1,Dissatisfaction,Network reliability
7255-SSFBC,Male,42,No,No,Yes,Yes,3,Yes,United States,California,Northridge,91324,25751,34.238208,-118.55029,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),112.25,11.66,8041.65,0,0,839.52,8881.17,72,Yes,Yes,Yes,28,Yes,Offer A,Yes,2,4,4099,Stayed,55,No,0,Not Applicable,N/A
7266-GSSJX,Male,43,No,No,Yes,Yes,2,Yes,United States,California,West Sacramento,95605,12756,38.592745,-121.540036,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Electronic check,20.45,16.67,250.8,0,0,183.37,434.17,11,No,Yes,No,0,No,None,Yes,3,5,2606,Stayed,28,No,0,Not Applicable,N/A
7267-FRMJW,Female,25,Yes,No,Yes,Yes,3,Yes,United States,California,Sierra Madre,91024,10558,34.168686,-118.057505,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,20.1,4.57,486.05,0,0,114.25,600.3,25,No,Yes,No,0,No,Offer C,Yes,1,3,5306,Stayed,46,No,0,Not Applicable,N/A
7268-IGMFD,Male,75,No,Yes,No,No,0,No,United States,California,Avila Beach,93424,812,35.186644,-120.728305,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,No,Bank transfer (automatic),93.9,1.92,1743.9,0,0,34.56,1778.46,18,Yes,Yes,Yes,25,Yes,Offer D,No,0,4,3728,Stayed,47,No,0,Not Applicable,N/A
7268-WNTCP,Male,45,No,No,Yes,Yes,2,Yes,United States,California,Blocksburg,95514,199,40.309088,-123.668201,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),20.45,1.87,1297.35,0,0,115.94,1413.29,62,No,Yes,No,0,No,None,Yes,2,4,5746,Stayed,21,No,0,Not Applicable,N/A
7269-JISCY,Female,48,No,No,No,No,0,No,United States,California,Los Alamitos,90720,21343,33.79499,-118.065591,Yes,Yes,No,No,No,No,No,No,No,DSL,One Year,No,Bank transfer (automatic),45.05,33.6,2462.6,0,0,1848,4310.6,55,Yes,Yes,No,5,Yes,None,No,0,3,4055,Stayed,39,No,0,Not Applicable,N/A
7270-BDIOA,Female,60,No,No,No,No,0,No,United States,California,Maxwell,95955,1146,39.281194,-122.226568,Yes,Yes,No,No,No,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,90,12.19,1993.8,0,0,268.18,2261.98,22,Yes,Yes,Yes,23,Yes,None,No,0,2,4739,Churned,95,Yes,1,Dissatisfaction,Limited range of services
7271-AJDTL,Female,64,No,No,Yes,No,0,Yes,United States,California,Sacramento,95816,16164,38.574856,-121.46504,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),94.45,34.61,5073.1,0,0,1903.55,6976.65,55,Yes,Yes,Yes,16,Yes,None,Yes,1,5,5577,Stayed,55,No,0,Not Applicable,N/A
7272-QDCKA,Male,31,No,No,No,No,0,No,United States,California,Oroville,95965,17782,39.624561,-121.552866,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Electronic check,100.2,12.36,2688.45,42.64,0,346.08,2991.89,28,Yes,Yes,Yes,13,Yes,Offer C,No,0,3,5137,Stayed,79,No,0,Not Applicable,N/A
7273-TEFQD,Male,67,No,Yes,No,No,0,No,United States,California,La Puente,91746,30802,34.038983,-117.991372,No,Yes,No,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,41.15,0,132.2,0,0,0,132.2,3,Yes,No,No,28,Yes,Offer E,No,0,2,2314,Churned,96,Yes,1,Price,Long distance charges
7274-CGTOD,Male,21,Yes,No,No,No,0,No,United States,California,San Geronimo,94963,548,38.00474,-122.663717,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),43.7,0,2618.3,0,0,0,2618.3,62,Yes,No,No,51,Yes,None,No,0,4,5254,Stayed,58,No,0,Not Applicable,N/A
7274-RTAPZ,Male,20,Yes,No,No,No,0,No,United States,California,Long Beach,90804,43467,33.783047,-118.1486,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.55,7.15,90.55,0,0,7.15,97.7,1,Yes,Yes,No,48,Yes,Offer E,No,0,1,3898,Churned,89,Yes,1,Dissatisfaction,Product dissatisfaction
7277-KAMWT,Male,23,Yes,No,No,No,0,No,United States,California,San Leandro,94578,36568,37.704384,-122.126703,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Credit card (automatic),20,1.61,268.45,0,0,20.93,289.38,13,No,Yes,No,0,No,Offer D,No,0,3,3037,Stayed,63,No,0,Not Applicable,N/A
7277-OZCGZ,Female,40,No,No,No,No,0,No,United States,California,Spring Valley,91978,7863,32.730264,-116.950963,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.05,6,1886.25,0,0,132,2018.25,22,Yes,Yes,No,8,Yes,None,No,0,3,5479,Stayed,75,No,0,Not Applicable,N/A
7278-CKDNC,Male,76,No,Yes,No,No,0,No,United States,California,Fresno,93701,13858,36.749403,-119.787574,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,80.5,46.13,2088.45,0,0,1107.12,3195.57,24,Yes,Yes,Yes,23,Yes,None,No,0,4,4422,Stayed,40,No,0,Not Applicable,N/A
7279-BUYWN,Female,66,No,Yes,No,No,0,No,United States,California,Buena Park,90620,44442,33.845706,-118.012204,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,113.2,27.95,4689.5,0,0,1145.95,5835.45,41,Yes,Yes,Yes,23,Yes,None,No,0,1,3380,Churned,89,Yes,1,Attitude,Attitude of support person
7279-NMVJC,Female,38,No,No,No,No,0,No,United States,California,Compton,90220,47305,33.88151,-118.234451,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Bank transfer (automatic),19.9,25.62,323.15,0,0,435.54,758.69,17,No,Yes,No,0,No,None,No,0,4,2093,Stayed,70,No,0,Not Applicable,N/A
7284-BUYEC,Female,46,No,No,No,No,0,No,United States,California,Tulelake,96134,2595,41.813521,-121.492666,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Credit card (automatic),50.95,0,229.4,0,0,0,229.4,5,Yes,No,No,26,Yes,Offer E,No,0,5,3573,Stayed,69,No,0,Not Applicable,N/A
7284-ZZLOH,Male,37,No,No,Yes,No,0,Yes,United States,California,Alta,95701,751,39.218096,-120.79153,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL,Two Year,No,Credit card (automatic),53.3,43.27,2296.25,0,90,1947.15,4333.4,45,Yes,Yes,No,4,No,None,Yes,10,3,2929,Stayed,79,No,0,Not Applicable,N/A
7285-KLOTR,Female,46,No,No,Yes,No,0,Yes,United States,California,Pacifica,94044,38885,37.573633,-122.455167,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable,One Year,No,Electronic check,78.85,25.09,876.75,0,0,301.08,1177.83,12,Yes,Yes,Yes,17,Yes,None,Yes,3,3,2495,Stayed,55,No,0,Not Applicable,N/A
7291-CDTMJ,Male,40,No,No,No,No,0,No,United States,California,Laguna Beach,92651,25206,33.570023,-117.773669,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Bank transfer (automatic),19.65,13.85,19.65,0,0,13.85,33.5,1,No,Yes,No,0,No,Offer E,No,0,3,3075,Joined,80,No,0,Not Applicable,N/A
7293-LSCDV,Female,32,No,No,Yes,Yes,3,Yes,United States,California,Santa Ana,92704,91188,33.719869,-117.907063,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Credit card (automatic),19.25,23.68,1103.25,0,0,1420.8,2524.05,60,No,Yes,No,0,No,None,Yes,2,4,6134,Stayed,52,No,0,Not Applicable,N/A
7294-TMAOP,Female,30,No,No,No,No,0,No,United States,California,Castro Valley,94546,41698,37.708327,-122.083473,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,90.55,15.44,90.55,0,60,15.44,165.99,1,Yes,Yes,No,51,No,Offer E,No,0,2,2627,Churned,72,Yes,1,Competitor,Competitor made better offer
7295-JOMMD,Female,34,No,No,No,No,0,No,United States,California,San Jose,95135,15798,37.28682,-121.723877,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),98.1,5.63,396.3,0,0,22.52,418.82,4,Yes,Yes,No,18,Yes,Offer E,No,0,1,2895,Churned,87,Yes,1,Competitor,Competitor made better offer
7296-PIXQY,Female,60,No,No,Yes,Yes,2,Yes,United States,California,Bodega,94922,584,38.343282,-122.9755,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.2,23,1046.5,0,0,322,1368.5,14,Yes,Yes,No,17,Yes,Offer D,No,0,4,5819,Stayed,25,No,0,Not Applicable,N/A
7297-DVYGA,Female,61,No,No,No,No,0,No,United States,California,West Covina,91790,44099,34.066964,-117.937007,Yes,No,No,No,No,No,No,No,No,None,One Year,Yes,Bank transfer (automatic),19.85,29.87,996.95,0,0,1523.37,2520.32,51,No,Yes,No,0,No,Offer B,No,0,5,5089,Stayed,65,No,0,Not Applicable,N/A
7298-IZWLY,Female,43,No,No,No,No,0,No,United States,California,Gardena,90249,26442,33.90139,-118.315697,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,19.4,23.97,19.4,0,0,23.97,43.37,1,No,Yes,No,0,No,None,No,0,4,2742,Joined,25,No,0,Not Applicable,N/A
7299-GNVPL,Female,19,Yes,No,Yes,Yes,2,Yes,United States,California,El Portal,95318,579,37.654551,-119.822984,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.4,27.24,1936.85,0,0,626.52,2563.37,23,Yes,Yes,No,82,Yes,None,Yes,5,3,2177,Stayed,54,No,0,Not Applicable,N/A
7301-ABVAD,Female,37,No,No,No,No,0,No,United States,California,Valley Village,91607,27453,34.165783,-118.399795,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),86.6,8.29,6350.5,0,0,596.88,6947.38,72,Yes,Yes,Yes,13,Yes,None,No,0,3,4530,Stayed,37,No,0,Not Applicable,N/A
7302-ZHMHP,Female,35,No,No,No,No,0,No,United States,California,Coronado,92118,24093,32.68674,-117.186612,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Mailed check,19.15,22.37,19.15,0,0,22.37,41.52,1,No,Yes,No,0,No,None,No,0,5,2577,Joined,51,No,0,Not Applicable,N/A
7305-ZWMAJ,Male,45,No,No,Yes,No,0,Yes,United States,California,Oakdale,95361,25384,37.785033,-120.776141,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Credit card (automatic),20.7,22.89,587.1,0,0,686.7,1273.8,30,No,Yes,No,0,No,None,Yes,2,5,2492,Stayed,78,No,0,Not Applicable,N/A
7306-YDSOI,Male,32,No,No,Yes,Yes,1,Yes,United States,California,Ocotillo,92259,471,32.698964,-115.886656,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),59.75,49.4,4069.9,0,0,3408.6,7478.5,69,Yes,Yes,No,12,Yes,Offer A,Yes,4,3,4665,Stayed,39,No,0,Not Applicable,N/A
7310-EGVHZ,Male,35,No,No,No,No,0,No,United States,California,Los Angeles,90036,32901,34.070291,-118.349191,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Bank transfer (automatic),20.2,24.48,20.2,0,0,24.48,44.68,1,No,Yes,No,0,No,Offer E,No,0,5,5526,Joined,77,No,0,Not Applicable,N/A
7311-MQJCH,Female,54,No,No,No,No,0,No,United States,California,Temecula,92592,46171,33.507255,-117.029473,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Electronic check,19.55,37.97,99.6,0,0,189.85,289.45,5,No,Yes,No,0,No,None,No,0,4,2575,Stayed,47,No,0,Not Applicable,N/A
7312-XSBAT,Male,47,No,No,No,No,0,No,United States,California,Bakersfield,93305,35643,35.391733,-118.984109,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,49.75,41.79,49.75,0,0,41.79,91.54,1,Yes,Yes,No,14,Yes,Offer E,No,0,4,2908,Joined,79,No,0,Not Applicable,N/A
7314-OXENN,Male,42,No,No,No,No,0,No,United States,California,Temecula,92592,46171,33.507255,-117.029473,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,82,41.18,184.65,0,0,82.36,267.01,2,Yes,Yes,Yes,14,Yes,None,No,0,3,3051,Churned,90,Yes,1,Competitor,Competitor made better offer
7315-WYOAW,Male,29,Yes,No,No,No,0,No,United States,California,Santa Monica,90405,26099,34.005439,-118.477507,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,100.75,44.43,1313.25,0,120,577.59,2010.84,13,Yes,Yes,Yes,41,No,Offer D,No,0,3,5985,Stayed,80,No,0,Not Applicable,N/A
7317-GGVPB,Male,57,No,No,Yes,No,0,Yes,United States,California,Lotus,95651,485,38.815515,-120.916997,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),108.6,5.76,7690.9,0,20,408.96,8119.86,71,Yes,Yes,Yes,11,No,Offer A,Yes,1,1,4982,Churned,90,Yes,1,Dissatisfaction,Product dissatisfaction
7318-EIVKO,Male,38,No,No,No,No,0,No,United States,California,Shandon,93461,1255,35.634488,-120.293534,Yes,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,59.25,48.2,436.6,0,0,385.6,822.2,8,Yes,Yes,Yes,22,Yes,Offer E,No,0,3,3003,Stayed,54,No,0,Not Applicable,N/A
7319-VENRZ,Male,19,Yes,No,No,No,0,No,United States,California,Rancho Santa Margarita,92688,42193,33.624654,-117.611733,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cable,Month-to-Month,No,Bank transfer (automatic),64.3,31.84,445.95,0,0,222.88,668.83,7,Yes,Yes,No,58,Yes,Offer E,No,0,4,4010,Stayed,40,No,0,Not Applicable,N/A
7319-ZNRTR,Male,43,No,No,Yes,Yes,2,Yes,United States,California,Rio Linda,95673,14010,38.688764,-121.457596,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Electronic check,19.6,15.76,411.15,0,0,394,805.15,25,No,Yes,No,0,No,None,Yes,1,4,2888,Stayed,51,No,0,Not Applicable,N/A
7321-KKSDU,Male,38,No,No,No,Yes,2,No,United States,California,San Marino,91108,13158,34.122671,-118.112911,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,20.5,16.94,696.8,0,0,542.08,1238.88,32,No,Yes,No,0,No,None,No,0,4,3114,Stayed,50,No,0,Not Applicable,N/A
7321-PKUYW,Female,46,No,No,No,No,0,No,United States,California,Branscomb,95417,176,39.710591,-123.682799,Yes,Yes,No,No,No,Yes,Yes,No,No,Cable,Month-to-Month,No,Electronic check,90.15,22.36,987.95,0,0,245.96,1233.91,11,Yes,Yes,Yes,3,Yes,Offer D,No,0,1,5250,Churned,66,Yes,1,Competitor,Competitor had better devices
7321-VGNKU,Female,45,No,No,Yes,No,0,Yes,United States,California,Paskenta,96074,263,39.884395,-122.587513,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.35,7.7,120.25,0,20,15.4,155.65,2,Yes,Yes,No,22,No,Offer E,Yes,1,3,4917,Joined,39,No,0,Not Applicable,N/A
7321-ZNSLA,Male,58,No,No,Yes,Yes,3,Yes,United States,California,Cottonwood,96022,12348,40.336392,-122.448533,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Two Year,No,Mailed check,40.55,0,590.35,0,0,0,590.35,13,Yes,No,No,57,Yes,None,No,0,3,2898,Stayed,27,No,0,Not Applicable,N/A
7322-OCWHC,Male,73,No,Yes,Yes,No,0,Yes,United States,California,Placentia,92870,48170,33.881158,-117.854783,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),93.05,1.34,6735.05,0,0,96.48,6831.53,72,Yes,Yes,Yes,30,Yes,Offer A,Yes,10,3,4988,Stayed,39,No,0,Not Applicable,N/A
7325-ENZFI,Female,37,No,No,No,No,0,No,United States,California,Santa Cruz,95064,4563,37.007882,-122.065975,No,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,Yes,Bank transfer (automatic),40.3,0,1630.4,0,0,0,1630.4,39,Yes,No,No,19,Yes,None,No,0,3,3424,Stayed,77,No,0,Not Applicable,N/A
7326-RIGQZ,Male,48,No,No,Yes,Yes,3,Yes,United States,California,Culver City,90230,31963,33.993991,-118.39704,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.8,38.5,377.85,0,0,231,608.85,6,Yes,Yes,No,20,Yes,None,Yes,9,4,2651,Stayed,62,No,0,Not Applicable,N/A
7328-OWMOM,Female,63,No,No,No,No,0,No,United States,California,San Diego,92111,46828,32.805518,-117.169052,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Credit card (automatic),20.1,33.71,589.25,0,0,1045.01,1634.26,31,No,Yes,No,0,No,Offer C,No,0,3,3086,Stayed,30,No,0,Not Applicable,N/A
7328-ZJAJO,Female,19,Yes,No,Yes,Yes,2,Yes,United States,California,Santa Rosa,95409,25718,38.468893,-122.580539,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Credit card (automatic),19.5,9.51,1222.65,0,0,561.09,1783.74,59,No,Yes,No,0,No,None,Yes,1,4,4579,Stayed,64,No,0,Not Applicable,N/A
7330-WZLNC,Female,25,Yes,No,No,No,0,No,United States,California,Red Bluff,96080,26438,40.186772,-122.388361,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.8,1.49,455.5,0,0,7.45,462.95,5,Yes,Yes,Yes,51,Yes,Offer E,No,0,3,5090,Churned,73,Yes,1,Competitor,Competitor offered more data
7336-RLLRH,Male,42,No,No,Yes,No,0,Yes,United States,California,Oceanside,92054,98239,33.351059,-117.420557,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,One Year,No,Mailed check,80.85,11.83,2204.35,0,0,319.41,2523.76,27,Yes,Yes,Yes,14,Yes,Offer C,Yes,3,3,4732,Stayed,51,No,0,Not Applicable,N/A
7337-CINUD,Female,48,No,No,Yes,Yes,3,Yes,United States,California,Mokelumne Hill,95245,2718,38.304194,-120.592431,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),19.5,17.2,159.35,0,0,137.6,296.95,8,No,Yes,No,0,No,None,Yes,6,4,5206,Stayed,35,No,0,Not Applicable,N/A
